"st","ctyname","trct","trctname","blklatdd","blklondd","zcta"
"53","King County, WA                                                                                     ","53033030503","305.03 (King, WA)                                                                                   ",47.3274231,-122.2204975,"98002"
"53","King County, WA                                                                                     ","53033030503","305.03 (King, WA)                                                                                   ",47.3308258,-122.2120358,"98002"
"53","King County, WA                                                                                     ","53033030503","305.03 (King, WA)                                                                                   ",47.3314072,-122.2128562,"98002"
"53","King County, WA                                                                                     ","53033030503","305.03 (King, WA)                                                                                   ",47.3293016,-122.2205207,"98002"
"53","King County, WA                                                                                     ","53033030503","305.03 (King, WA)                                                                                   ",47.3285207,-122.2168376,"98002"
"53","King County, WA                                                                                     ","53033030503","305.03 (King, WA)                                                                                   ",47.3279315,-122.2125124,"98002"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.3435223,-122.1460512,"98042"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.3401141,-122.1522447,"98042"
"53","King County, WA                                                                                     ","53033031704","317.04 (King, WA)                                                                                   ",47.3449731,-122.14117,"98042"
"53","King County, WA                                                                                     ","53033031704","317.04 (King, WA)                                                                                   ",47.3463408,-122.1205595,"98042"
"53","King County, WA                                                                                     ","53033031704","317.04 (King, WA)                                                                                   ",47.3457254,-122.1368651,"98042"
"53","King County, WA                                                                                     ","53033031704","317.04 (King, WA)                                                                                   ",47.343298,-122.1338008,"98042"
"53","King County, WA                                                                                     ","53033031704","317.04 (King, WA)                                                                                   ",47.3448279,-122.130775,"98042"
"53","King County, WA                                                                                     ","53033031704","317.04 (King, WA)                                                                                   ",47.3442511,-122.1363541,"98042"
"53","King County, WA                                                                                     ","53033031704","317.04 (King, WA)                                                                                   ",47.3489244,-122.1167869,"98042"
"53","King County, WA                                                                                     ","53033031704","317.04 (King, WA)                                                                                   ",47.3452149,-122.1381687,"98042"
"53","King County, WA                                                                                     ","53033031704","317.04 (King, WA)                                                                                   ",47.3446926,-122.1265626,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3549961,-122.0835191,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3548422,-122.0867315,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3578717,-122.0616762,"98038"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3505139,-122.1141213,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3562068,-122.0853291,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3578944,-122.0650659,"98038"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3578919,-122.07404,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3576726,-122.0758282,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3579049,-122.0664554,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3579205,-122.0685084,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3579605,-122.0730616,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3577362,-122.0740074,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3513502,-122.0988399,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3519568,-122.1071827,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3506218,-122.0994591,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3536857,-122.0961026,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3546092,-122.0890562,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3491153,-122.1124173,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3500137,-122.101241,"98042"
"53","King County, WA                                                                                     ","53033032007","320.07 (King, WA)                                                                                   ",47.3599823,-122.0607685,"98042"
"53","King County, WA                                                                                     ","53033032007","320.07 (King, WA)                                                                                   ",47.3604973,-122.0626819,"98042"
"53","King County, WA                                                                                     ","53033032007","320.07 (King, WA)                                                                                   ",47.3585078,-122.0616968,"98042"
"53","King County, WA                                                                                     ","53033032007","320.07 (King, WA)                                                                                   ",47.3584828,-122.0596444,"98042"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3625644,-122.0493191,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3618415,-122.0437228,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.361817,-122.0493718,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3627685,-122.0447622,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3633991,-122.0470453,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3608931,-122.0557066,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.361832,-122.0526986,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3625428,-122.0464854,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3605801,-122.0468332,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3611051,-122.0585332,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3612136,-122.0468114,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3602092,-122.0555197,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.358859,-122.055344,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3603232,-122.0495963,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3610719,-122.0495955,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3595666,-122.0496141,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3610866,-122.0527096,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3596424,-122.05267,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3603572,-122.052632,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3599558,-122.0584891,"98038"
"53","King County, WA                                                                                     ","53033032008","320.08 (King, WA)                                                                                   ",47.3586196,-122.0577993,"98038"
"53","King County, WA                                                                                     ","53033032010","320.10 (King, WA)                                                                                   ",47.3660115,-122.0177734,"98038"
"53","King County, WA                                                                                     ","53033032010","320.10 (King, WA)                                                                                   ",47.3676756,-122.0217884,"98038"
"53","King County, WA                                                                                     ","53033032010","320.10 (King, WA)                                                                                   ",47.3666751,-122.0205751,"98038"
"53","King County, WA                                                                                     ","53033032010","320.10 (King, WA)                                                                                   ",47.3659913,-122.020511,"98038"
"53","King County, WA                                                                                     ","53033032011","320.11 (King, WA)                                                                                   ",47.3640146,-122.0297716,"98038"
"53","King County, WA                                                                                     ","53033032011","320.11 (King, WA)                                                                                   ",47.3652184,-122.0291771,"98038"
"53","King County, WA                                                                                     ","53033032011","320.11 (King, WA)                                                                                   ",47.3642323,-122.0351479,"98038"
"53","King County, WA                                                                                     ","53033032011","320.11 (King, WA)                                                                                   ",47.3642113,-122.03156,"98038"
"53","King County, WA                                                                                     ","53033032011","320.11 (King, WA)                                                                                   ",47.3626482,-122.0363289,"98038"
"53","King County, WA                                                                                     ","53033029602","296.02 (King, WA)                                                                                   ",47.3309308,-122.167428,"98092"
"53","King County, WA                                                                                     ","53033029602","296.02 (King, WA)                                                                                   ",47.3319484,-122.1711767,"98092"
"53","King County, WA                                                                                     ","53033029602","296.02 (King, WA)                                                                                   ",47.3316011,-122.1693677,"98092"
"53","King County, WA                                                                                     ","53033029602","296.02 (King, WA)                                                                                   ",47.3313395,-122.1743419,"98092"
"53","King County, WA                                                                                     ","53033030313","303.13 (King, WA)                                                                                   ",47.3027482,-122.3064928,"98003"
"53","King County, WA                                                                                     ","53033030313","303.13 (King, WA)                                                                                   ",47.3025821,-122.3045436,"98003"
"53","King County, WA                                                                                     ","53033030313","303.13 (King, WA)                                                                                   ",47.3040039,-122.311417,"98003"
"53","King County, WA                                                                                     ","53033030313","303.13 (King, WA)                                                                                   ",47.3040962,-122.3065871,"98003"
"53","King County, WA                                                                                     ","53033030313","303.13 (King, WA)                                                                                   ",47.3045762,-122.3050521,"98003"
"53","King County, WA                                                                                     ","53033030313","303.13 (King, WA)                                                                                   ",47.3025928,-122.310875,"98003"
"53","King County, WA                                                                                     ","53033030313","303.13 (King, WA)                                                                                   ",47.301839,-122.3122437,"98003"
"53","King County, WA                                                                                     ","53033030313","303.13 (King, WA)                                                                                   ",47.3025153,-122.312886,"98003"
"53","King County, WA                                                                                     ","53033030314","303.14 (King, WA)                                                                                   ",47.3030569,-122.3177553,"98003"
"53","King County, WA                                                                                     ","53033030501","305.01 (King, WA)                                                                                   ",47.3209641,-122.2280445,"98002"
"53","King County, WA                                                                                     ","53033030501","305.01 (King, WA)                                                                                   ",47.3205294,-122.2305071,"98002"
"53","King County, WA                                                                                     ","53033030501","305.01 (King, WA)                                                                                   ",47.3205091,-122.2267643,"98002"
"53","King County, WA                                                                                     ","53033030501","305.01 (King, WA)                                                                                   ",47.3192161,-122.2267555,"98002"
"53","King County, WA                                                                                     ","53033030501","305.01 (King, WA)                                                                                   ",47.3195203,-122.2321933,"98002"
"53","King County, WA                                                                                     ","53033030501","305.01 (King, WA)                                                                                   ",47.3196333,-122.2231478,"98002"
"53","King County, WA                                                                                     ","53033030501","305.01 (King, WA)                                                                                   ",47.3172896,-122.2317761,"98002"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.3194995,-122.2175007,"98002"
"53","King County, WA                                                                                     ","53033029601","296.01 (King, WA)                                                                                   ",47.355225,-122.1661546,"98030"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.3194323,-122.220385,"98002"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.3222195,-122.2203089,"98002"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.320697,-122.2200112,"98002"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.3212695,-122.2165502,"98002"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.3225744,-122.2165364,"98002"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.3249808,-122.2033737,"98002"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.3250177,-122.203306,"98002"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.3240904,-122.2076367,"98002"
"53","King County, WA                                                                                     ","53033029601","296.01 (King, WA)                                                                                   ",47.3551353,-122.1718658,"98030"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.3245555,-122.2074425,"98002"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.323751,-122.2127519,"98002"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.3211155,-122.2135048,"98002"
"53","King County, WA                                                                                     ","53033030504","305.04 (King, WA)                                                                                   ",47.3224793,-122.20844,"98002"
"53","King County, WA                                                                                     ","53033031204","312.04 (King, WA)                                                                                   ",47.3358626,-122.1399651,"98042"
"53","King County, WA                                                                                     ","53033031204","312.04 (King, WA)                                                                                   ",47.3315074,-122.1565178,"98042"
"53","King County, WA                                                                                     ","53033031204","312.04 (King, WA)                                                                                   ",47.3373598,-122.1364242,"98042"
"53","King County, WA                                                                                     ","53033031204","312.04 (King, WA)                                                                                   ",47.3324887,-122.155466,"98042"
"53","King County, WA                                                                                     ","53033031204","312.04 (King, WA)                                                                                   ",47.3336328,-122.1485773,"98042"
"53","King County, WA                                                                                     ","53033031204","312.04 (King, WA)                                                                                   ",47.331353,-122.1576269,"98092"
"53","King County, WA                                                                                     ","53033031204","312.04 (King, WA)                                                                                   ",47.3399241,-122.1313989,"98042"
"53","King County, WA                                                                                     ","53033031204","312.04 (King, WA)                                                                                   ",47.3386806,-122.1330449,"98042"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.3314714,-122.1621909,"98092"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.33129,-122.15886,"98092"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.3320752,-122.1576101,"98092"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.3287753,-122.1710884,"98092"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.3268537,-122.1824593,"98092"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.3239701,-122.2005308,"98092"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.3238087,-122.2026643,"98092"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.3280448,-122.1778484,"98092"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.3268823,-122.1889003,"98092"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.3276173,-122.1879517,"98092"
"53","King County, WA                                                                                     ","53033031205","312.05 (King, WA)                                                                                   ",47.3276131,-122.188927,"98092"
"53","King County, WA                                                                                     ","53033031601","316.01 (King, WA)                                                                                   ",47.3443806,-122.1057733,"98042"
"53","King County, WA                                                                                     ","53033031601","316.01 (King, WA)                                                                                   ",47.3415809,-122.1154298,"98042"
"53","King County, WA                                                                                     ","53033031601","316.01 (King, WA)                                                                                   ",47.3401133,-122.1282937,"98042"
"53","King County, WA                                                                                     ","53033031603","316.03 (King, WA)                                                                                   ",47.3595188,-122.0172632,"98038"
"53","King County, WA                                                                                     ","53033031603","316.03 (King, WA)                                                                                   ",47.360141,-122.0191895,"98038"
"53","King County, WA                                                                                     ","53033031604","316.04 (King, WA)                                                                                   ",47.3562603,-122.0392755,"98038"
"53","King County, WA                                                                                     ","53033031604","316.04 (King, WA)                                                                                   ",47.3531169,-122.0510909,"98038"
"53","King County, WA                                                                                     ","53033031604","316.04 (King, WA)                                                                                   ",47.355336,-122.039988,"98038"
"53","King County, WA                                                                                     ","53033031604","316.04 (King, WA)                                                                                   ",47.3587677,-122.0287465,"98038"
"53","King County, WA                                                                                     ","53033032003","320.03 (King, WA)                                                                                   ",47.3863387,-121.8731702,"98038"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3495604,-122.075351,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3558376,-122.0463727,"98038"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3531761,-122.0553167,"98038"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3540854,-122.0583088,"98038"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3510261,-122.0568806,"98038"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3516336,-122.0539493,"98038"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3528626,-122.0574119,"98038"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3525568,-122.05956,"98038"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3444984,-122.0984711,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3473806,-122.090823,"98042"
"53","King County, WA                                                                                     ","53033032006","320.06 (King, WA)                                                                                   ",47.3474393,-122.0857167,"98042"
"53","King County, WA                                                                                     ","53033029601","296.01 (King, WA)                                                                                   ",47.3535767,-122.1823359,"98030"
"53","King County, WA                                                                                     ","53033029601","296.01 (King, WA)                                                                                   ",47.3552131,-122.1688293,"98030"
"53","King County, WA                                                                                     ","53033029601","296.01 (King, WA)                                                                                   ",47.354794,-122.1665767,"98030"
"53","King County, WA                                                                                     ","53033029601","296.01 (King, WA)                                                                                   ",47.3534881,-122.1744532,"98030"
"53","King County, WA                                                                                     ","53033029601","296.01 (King, WA)                                                                                   ",47.3532223,-122.1796001,"98030"
"53","King County, WA                                                                                     ","53033029601","296.01 (King, WA)                                                                                   ",47.3538899,-122.1788634,"98030"
"53","King County, WA                                                                                     ","53033029700","297 (King, WA)                                                                                      ",47.3470637,-122.2069089,"98030"
"53","King County, WA                                                                                     ","53033030005","300.05 (King, WA)                                                                                   ",47.330288,-122.2958013,"98003"
"53","King County, WA                                                                                     ","53033030005","300.05 (King, WA)                                                                                   ",47.3307347,-122.2988279,"98003"
"53","King County, WA                                                                                     ","53033030005","300.05 (King, WA)                                                                                   ",47.3308108,-122.2965694,"98003"
"53","King County, WA                                                                                     ","53033030005","300.05 (King, WA)                                                                                   ",47.3303205,-122.300082,"98003"
"53","King County, WA                                                                                     ","53033030005","300.05 (King, WA)                                                                                   ",47.3301813,-122.2974082,"98003"
"53","King County, WA                                                                                     ","53033030006","300.06 (King, WA)                                                                                   ",47.3286123,-122.309237,"98003"
"53","King County, WA                                                                                     ","53033030202","302.02 (King, WA)                                                                                   ",47.324593,-122.3279125,"98003"
"53","King County, WA                                                                                     ","53033030202","302.02 (King, WA)                                                                                   ",47.3232557,-122.3312484,"98003"
"53","King County, WA                                                                                     ","53033030202","302.02 (King, WA)                                                                                   ",47.3268459,-122.3199598,"98003"
"53","King County, WA                                                                                     ","53033031703","317.03 (King, WA)                                                                                   ",47.3594215,-122.1440268,"98042"
"53","King County, WA                                                                                     ","53033031703","317.03 (King, WA)                                                                                   ",47.362965,-122.1326075,"98042"
"53","King County, WA                                                                                     ","53033031703","317.03 (King, WA)                                                                                   ",47.3624282,-122.134904,"98042"
"53","King County, WA                                                                                     ","53033031703","317.03 (King, WA)                                                                                   ",47.3609357,-122.1355615,"98042"
"53","King County, WA                                                                                     ","53033031703","317.03 (King, WA)                                                                                   ",47.3628864,-122.1340866,"98042"
"53","King County, WA                                                                                     ","53033031703","317.03 (King, WA)                                                                                   ",47.3590725,-122.1521167,"98042"
"53","King County, WA                                                                                     ","53033031704","317.04 (King, WA)                                                                                   ",47.35717,-122.1577209,"98042"
"53","King County, WA                                                                                     ","53033031704","317.04 (King, WA)                                                                                   ",47.3574674,-122.1556297,"98042"
"53","King County, WA                                                                                     ","53033031704","317.04 (King, WA)                                                                                   ",47.3556098,-122.1642354,"98042"
"53","King County, WA                                                                                     ","53033031706","317.06 (King, WA)                                                                                   ",47.3669719,-122.1126885,"98042"
"53","King County, WA                                                                                     ","53033031706","317.06 (King, WA)                                                                                   ",47.3669473,-122.1121923,"98042"
"53","King County, WA                                                                                     ","53033031706","317.06 (King, WA)                                                                                   ",47.3654305,-122.1133004,"98042"
"53","King County, WA                                                                                     ","53033031706","317.06 (King, WA)                                                                                   ",47.3642433,-122.1213973,"98042"
"53","King County, WA                                                                                     ","53033031706","317.06 (King, WA)                                                                                   ",47.3672227,-122.1087187,"98042"
"53","King County, WA                                                                                     ","53033031706","317.06 (King, WA)                                                                                   ",47.367535,-122.1039056,"98042"
