"rt","serialno","division","sporder","puma","region","st","adjinc","pwgtp","agep","cit","citwp","cow","ddrs","dear","deye","dout","dphy","drat","dratx","drem","eng","fer","gcl","gcm","gcr","hins1","hins2","hins3","hins4","hins5","hins6","hins7","intp","jwmnp","jwrip","jwtr","lanx","mar","marhd","marhm","marht","marhw","marhyp","mig","mil","mlpa","mlpb","mlpcd","mlpe","mlpfg","mlph","mlpi","mlpj","mlpk","nwab","nwav","nwla","nwlk","nwre","oip","pap","relp","retp","sch","schg","schl","semp","sex","ssip","ssp","wagp","wkhp","wkl","wkw","wrk","yoep","anc","anc1p","anc2p","decade","dis","drivesp","esp","esr","fod1p","fod2p","hicov","hisp","indp","jwap","jwdp","lanp","migpuma","migsp","msp","naicsp","nativity","nop","oc","occp","paoc","pernp","pincp","pobp","povpip","powpuma","powsp","privcov","pubcov","qtrbir","rac1p","rac2p","rac3p","racaian","racasn","racblk","racnh","racnum","racpi","racsor","racwht","rc","sciengp","sciengrlp","sfn","sfr","socp","vps","waob","fagep","fancp","fcitp","fcitwp","fcowp","fddrsp","fdearp","fdeyep","fdisp","fdoutp","fdphyp","fdratp","fdratxp","fdremp","fengp","fesrp","fferp","ffodp","fgclp","fgcmp","fgcrp","fhicovp","fhins1p","fhins2p","fhins3c","fhins3p","fhins4c","fhins4p","fhins5c","fhins5p","fhins6p","fhins7p","fhisp","findp","fintp","fjwdp","fjwmnp","fjwrip","fjwtrp","flanp","flanxp","fmarp","fmarhdp","fmarhmp","fmarhtp","fmarhwp","fmarhyp","fmigp","fmigsp","fmilpp","fmilsp","foccp","foip","fpap","fpernp","fpincp","fpobp","fpowsp","fprivcovp","fpubcovp","fracp","frelp","fretp","fschgp","fschlp","fschp","fsemp","fsexp","fssip","fssp","fwagp","fwkhp","fwklp","fwkwp","fwrkp","fyoep","pwgtp1","pwgtp2","pwgtp3","pwgtp4","pwgtp5","pwgtp6","pwgtp7","pwgtp8","pwgtp9","pwgtp10","pwgtp11","pwgtp12","pwgtp13","pwgtp14","pwgtp15","pwgtp16","pwgtp17","pwgtp18","pwgtp19","pwgtp20","pwgtp21","pwgtp22","pwgtp23","pwgtp24","pwgtp25","pwgtp26","pwgtp27","pwgtp28","pwgtp29","pwgtp30","pwgtp31","pwgtp32","pwgtp33","pwgtp34","pwgtp35","pwgtp36","pwgtp37","pwgtp38","pwgtp39","pwgtp40","pwgtp41","pwgtp42","pwgtp43","pwgtp44","pwgtp45","pwgtp46","pwgtp47","pwgtp48","pwgtp49","pwgtp50","pwgtp51","pwgtp52","pwgtp53","pwgtp54","pwgtp55","pwgtp56","pwgtp57","pwgtp58","pwgtp59","pwgtp60","pwgtp61","pwgtp62","pwgtp63","pwgtp64","pwgtp65","pwgtp66","pwgtp67","pwgtp68","pwgtp69","pwgtp70","pwgtp71","pwgtp72","pwgtp73","pwgtp74","pwgtp75","pwgtp76","pwgtp77","pwgtp78","pwgtp79","pwgtp80"
"P","2017000335889","9","01","11614","4","53","1011189",20,23,1,,"1","2","2","2","2","2",,,"2",,,,,,"2","2","2","2","2","2","2",0,90,,"09","2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"00",0,"1",,"15",0,"1",0,0,30000,45,"1","1","1",,"1","050","999",,"2",,,"1",,,"2","01","0770","076","019",,,,"6","23      ","1",,"0","6420",,30000,30000,"004",154,"11600","053","2","2","2","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"472140",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",20,20,36,6,25,21,6,20,20,5,22,16,18,4,32,32,38,38,6,21,20,21,6,36,18,20,44,18,20,28,18,20,18,38,6,6,5,5,33,23,16,21,30,8,20,22,7,18,20,6,20,16,19,6,31,32,31,36,5,23,18,16,5,36,20,17,36,21,22,34,17,24,18,30,5,6,7,5,36,18
"P","2017000335889","9","04","11614","4","53","1011189",19,22,4,1997,"1","2","2","2","2","2",,,"2","1","2",,,,"2","2","2","1","2","2","2",0,10,,"09","1","4","2","2","1","2",2014,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"13",0,"1",,"16",0,"2",0,0,4100,25,"1","1","1",1997,"1","177","999","6","2",,,"1",,,"1","01","7080","080","039","1276",,,"5","5321    ","2",,"0","5240","4",4100,4100,"110",32,"11600","053","2","1","4","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"434051",,"5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",20,18,33,5,18,20,6,22,21,6,22,23,20,6,32,26,31,33,6,23,21,21,6,29,25,20,32,19,21,30,19,19,17,43,6,6,5,5,33,21,18,19,32,5,19,17,7,18,19,5,22,17,19,5,34,37,32,37,6,18,22,17,6,32,21,19,31,22,18,36,20,21,19,30,6,7,7,6,34,19
"P","2017000340023","9","03","11613","4","53","1011189",12,18,1,,,"2","2","2","2","2",,,"2","1",,,,,"2","2","2","2","2","2","2",0,,,,"1","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","14","18",0,"1",0,0,0,,"3",,"2",,"1","210","999",,"2",,,"6",,,"2","02",,,,"1200",,,"6",,"1",,"0",,,0,0,"006",221,,,"2","2","1","1","01","001","0","0","0","0","1","0","0","1","0",,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",12,3,11,16,11,18,17,11,4,21,4,4,8,10,20,18,3,9,15,14,22,10,3,4,4,13,17,3,10,11,14,11,27,19,12,10,14,19,3,18,15,3,13,14,11,21,14,11,3,24,4,4,14,11,19,25,3,12,14,10,16,13,4,4,3,11,17,3,9,9,14,8,18,19,11,10,13,24,3,19
"P","2017000343877","9","04","11611","4","53","1011189",26,18,2,,,"2","2","2","2","2",,,"2",,"2",,,,"2","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","13","14",0,"2",0,0,0,,"3",,"2",1999,"1","821","999","6","2",,,"6",,,"2","01",,,,,,,"6",,"1",,"0",,"4",0,0,"066",122,,,"2","2","2","7","63","012","0","0","0","0","1","1","0","0","0",,,,,,,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",31,32,32,8,25,26,29,43,8,9,34,27,6,43,35,33,33,7,32,36,26,32,19,40,24,26,9,11,37,50,9,25,48,8,8,33,32,42,26,32,30,22,22,35,20,33,10,8,43,53,11,28,44,10,11,31,20,37,34,33,24,25,29,8,33,30,53,39,5,11,52,29,12,45,45,29,23,8,22,31
"P","2017000360750","9","02","11612","4","53","1011189",77,18,1,,"6","2","2","2","2","2",,,"2",,,,,,"2","2","2","1","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","1","2","1","3",0,0,"02",0,"1",,"15",0,"1",0,0,0,,"2",,"2",,"2","087","032",,"2",,,"3",,,"1","01","7770",,,,,,"6","56173   ","1",,"0","4210",,0,0,"030",200,,,"2","1","3","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"371012",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",80,90,79,23,92,107,65,24,16,82,80,26,121,70,121,122,76,120,26,69,90,102,64,99,87,29,84,106,95,94,86,117,19,67,25,22,107,37,121,85,74,70,80,23,95,130,47,20,20,90,92,23,107,80,110,116,65,126,31,95,77,96,57,94,84,24,75,121,110,70,85,127,21,86,30,30,105,30,97,69
"P","2017000364160","9","03","11611","4","53","1011189",13,20,1,,"1","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,12,1,"01","2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","14","16",0,"1",0,0,13600,25,"1","2","1",,"2","051","022",,"2","1",,"1",,,"1","01","5480","204","121",,,,"6","45321   ","1",,"0","5620",,13600,13600,"053",501,"11600","053","1","2","1","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"435081",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,3,15,29,4,25,11,15,16,11,13,15,3,19,14,13,24,20,14,12,11,12,17,12,12,14,22,4,4,4,4,22,13,16,4,18,16,15,17,4,4,5,15,18,4,17,11,18,17,12,10,15,4,19,13,14,22,21,13,11,13,12,17,12,13,12,24,5,4,4,3,21,16,14,4,24,14,13,24,4
"P","2017000376616","9","04","11605","4","53","1011189",12,22,1,,"1","2","2","2","2","2",,,"2","1","2",,,,"1","2","2","2","2","2","2",0,15,3,"01","1","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"1",,"21",0,"2",0,0,7500,16,"1","5","1",,"1","706","999",,"2","3",,"1","6110",,"1","01","8290","139","088","1970",,,"6","623M    ","1",,"0","4120","4",7500,7500,"053",359,"11600","053","1","2","3","6","43","005","0","1","0","0","1","0","0","0","0","2","1",,,"353041",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",15,20,3,4,4,3,25,14,12,4,21,12,14,24,12,14,26,13,12,15,13,3,27,18,23,20,3,11,10,18,3,10,11,4,13,11,4,10,14,11,12,4,22,20,21,20,3,11,13,14,4,10,13,4,11,12,4,9,12,13,10,22,5,5,5,5,20,17,18,4,21,11,11,23,12,14,21,11,10,10
"P","2017000380168","9","03","11612","4","53","1011189",28,20,1,,"1","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,25,1,"01","2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"04",0,"3","15","16",0,"1",0,0,7900,16,"1","4","1",,"1","811","999",,"2","1",,"1",,,"1","01","3680","171","103",,,,"6","3366    ","1",,"0","8140",,7900,7900,"015",442,"11600","053","1","2","1","7","60","011","0","0","0","1","1","0","0","0","0",,,,,"514120",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,38,50,5,11,27,7,26,26,31,32,68,31,38,19,28,11,31,44,8,48,29,44,27,31,12,37,46,9,40,7,31,40,48,38,9,27,43,56,25,10,41,39,5,10,23,7,22,24,54,51,34,23,41,29,27,8,24,28,16,43,22,30,18,29,13,32,46,10,41,9,28,76,40,31,8,27,74,53,22
"P","2017000385947","9","01","11610","4","53","1011189",53,19,5,,"1","2","2","2","2","2",,,"2","1","2",,,,"2","2","2","2","2","2","2",0,35,1,"01","1","5",,,,,,"3","4",,,,,,,,,,"3","5","3","3","3",0,0,"00",0,"1",,"18",0,"2",0,0,14800,30,"1","1","1",2001,"1","210","999","7","2","1",,"1",,,"2","02","5170","197","115","1200","11600","053","6","4481    ","2",,"0","4720","4",14800,14800,"303",254,"11600","053","2","2","3","8","67","015","0","0","0","0","1","0","1","0","0",,,,,"412010",,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",45,22,70,30,58,46,14,41,72,18,16,99,53,65,91,60,83,49,44,16,55,90,84,76,50,57,87,68,16,74,93,16,50,51,12,38,13,45,58,70,62,18,54,20,43,62,16,48,77,19,17,82,57,82,81,66,85,40,39,16,34,67,72,67,57,65,71,42,19,89,62,19,55,63,16,48,11,65,81,66
"P","2017000386759","9","05","11614","4","53","1011189",4,23,1,,,"2","2","2","1","2",,,"1",,,,,,"2","2","2","2","2","2","2",0,,,,"2","5",,,,,,"3","4",,,,,,,,,,"2","5","2","2","3",0,0,"05",0,"1",,"17",0,"1",0,0,0,,"3",,"2",,"2","050","032",,"1",,,"6",,,"2","01",,,,,"01000","041","6",,"1",,"0",,,0,0,"041",211,,,"2","2","1","1","01","001","0","0","0","0","1","0","0","1","0",,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1,3,3,3,6,6,4,6,1,5,1,3,1,1,3,3,4,3,3,4,3,2,6,7,3,4,2,3,3,3,3,0,3,3,5,6,1,0,5,7,0,3,3,4,6,6,4,6,1,6,1,3,1,1,3,3,3,4,3,3,2,1,6,6,4,3,1,3,4,3,3,1,3,3,5,6,1,0,5,5
"P","2017000386759","9","06","11614","4","53","1011189",3,23,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"2","2","2","1","2","2","2",0,8,1,"01","2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"05",0,"1",,"20",0,"2",0,0,10000,25,"1","1","1",,"2","050","051",,"2","1",,"1",,,"1","01","8680","203","121",,,,"6","722Z    ","1",,"0","4140","4",10000,10000,"053",211,"11600","053","2","1","4","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"359021",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,3,4,2,5,6,3,6,1,6,1,4,0,1,4,3,3,3,3,3,3,2,5,5,3,3,1,3,3,3,3,1,3,4,5,6,1,1,6,6,1,3,3,3,6,4,4,6,1,5,1,3,1,1,3,3,3,3,3,3,4,0,5,5,4,4,0,4,3,3,3,1,3,3,5,6,1,1,5,5
"P","2017000388156","9","01","11611","4","53","1011189",22,23,5,,"1","2","2","2","2","2",,,"2","1","2",,,,"2","2","2","2","2","2","2",0,15,1,"01","1","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"00",0,"1",,"16",0,"2",0,0,45000,40,"1","1","1",2013,"4","999","999","8","2","1",,"1",,,"2","02","8660","082","040","1200",,,"6","7211    ","2",,"0","5240","4",45000,45000,"313",355,"11600","053","2","2","4","8","67","015","0","0","0","0","1","0","1","0","0",,,,,"434051",,"3","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0",,"0",,"1",,"0","0","0","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","1","0","1","1","1","1","1","1","0","1",25,21,38,16,19,26,6,25,23,37,6,34,41,18,17,6,5,35,19,24,35,6,27,36,38,49,21,9,29,16,20,22,27,6,6,19,21,23,6,22,7,31,23,8,8,6,21,35,5,22,18,19,22,30,41,14,21,34,32,43,19,25,6,23,25,20,41,17,20,7,37,7,6,18,25,37,35,7,25,7
"P","2017000391330","9","03","11610","4","53","1011189",15,17,1,,,"2","2","2","2","2",,,"2","1",,,,,"1","2","2","2","2","2","2",0,,,,"1","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","14","14",0,"1",0,0,0,,"3",,"2",,"1","615","999",,"2",,"2","6",,,"1","01",,,,"1730",,,"6",,"1","4","1",,,0,0,"053",501,,,"1","2","3","6","38","004","0","1","0","0","1","0","0","0","1",,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0",18,14,5,12,4,15,18,15,26,13,33,13,18,27,14,5,23,29,5,18,18,18,32,14,31,15,11,18,4,12,4,14,19,4,19,34,6,4,19,4,17,16,5,13,5,15,14,18,30,17,25,12,20,25,15,5,24,21,3,22,20,17,25,19,22,17,17,15,4,12,4,16,13,5,19,33,6,5,31,6
"P","2017000404552","9","02","11610","4","53","1011189",11,23,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"2","2","2","1","2","2","2",0,20,1,"01","2","3","2","2","1","2",2012,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"1",,"13",0,"2",0,0,3000,20,"1","4","1",,"2","050","032",,"2","1",,"1",,,"1","01","8680","182","109",,,,"4","722Z    ","1",,"0","4150","4",3000,3000,"041",180,"11600","053","2","1","3","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"359031",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,20,3,10,10,17,16,20,11,10,3,22,11,3,12,10,11,12,3,15,10,10,10,3,19,14,12,11,4,20,10,11,3,11,4,4,19,19,9,10,3,19,3,11,10,15,17,14,11,10,4,21,12,4,12,12,13,11,3,19,10,11,12,3,20,13,12,12,3,19,13,10,3,10,3,3,17,22,11,11
"P","2017000404552","9","03","11610","4","53","1011189",12,18,1,,,"2","2","1","2","2",,,"1",,"2",,,,"2","2","2","1","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","14","14",0,"2",0,0,0,,"3",,"2",,"2","050","032",,"1",,,"6",,,"1","01",,,,,,,"6",,"1",,"0",,"1",0,0,"030",180,,,"2","1","3","1","01","001","0","0","0","0","1","0","0","1","0",,,"1","3",,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,19,4,14,11,24,20,23,12,7,3,23,16,4,17,12,9,20,3,24,8,12,16,3,22,8,9,12,3,15,19,12,3,12,3,3,25,23,19,13,3,25,3,11,12,25,16,16,8,13,4,23,12,6,15,14,11,11,3,19,11,14,11,4,23,10,10,11,4,22,11,18,4,10,3,3,20,20,13,12
"P","2017000410426","9","03","11614","4","53","1011189",12,20,1,,"1","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,10,1,"01","2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"2","15","19",0,"1",0,0,25000,40,"1","1","1",,"2","050","032",,"2","1",,"1",,,"1","01","4970","168","103",,,,"6","4451    ","1",,"0","9620",,25000,25000,"053",501,"11600","053","1","2","3","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"537062",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",20,13,4,4,15,14,13,12,14,22,14,3,17,12,20,12,4,13,3,4,3,15,23,24,12,14,16,10,12,3,12,21,4,14,3,14,18,10,21,24,19,12,3,4,12,13,14,12,13,23,12,3,22,12,20,12,4,13,3,5,3,10,20,25,12,11,13,12,13,3,13,23,3,11,4,14,24,11,21,18
"P","2017000410426","9","04","11614","4","53","1011189",15,18,1,,"1","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,10,1,"01","2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"2","15","19",0,"1",0,0,10000,25,"1","1","1",,"2","050","082",,"2","1",,"1",,,"1","01","5180","144","091",,,,"6","44821   ","1",,"0","4760",,10000,10000,"053",501,"11600","053","1","2","4","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"412031",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",24,13,4,5,11,12,19,14,19,28,15,4,27,12,20,16,4,15,5,5,4,17,22,23,14,13,15,15,11,6,15,25,5,13,4,15,26,17,20,28,23,13,4,5,12,11,16,13,16,29,13,5,26,13,25,16,4,14,5,4,4,12,25,27,13,14,17,15,15,3,12,28,4,14,4,17,28,20,25,19
"P","2017000415328","9","03","11605","4","53","1011189",23,23,1,,"1","2","2","2","2","2",,,"2","4",,,,,"2","2","2","2","2","2","2",0,30,,"02","1","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"12",0,"1",,"16",0,"1",0,0,16000,8,"1","2","1",,"1","212","999",,"2",,,"1",,,"2","02","8680","088","043","1200",,,"6","722Z    ","1",,"0","4020",,16000,16000,"006",127,"11600","053","2","2","3","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"352010",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",10,25,32,17,17,35,21,7,10,7,24,25,24,24,33,38,31,34,18,9,7,21,34,22,23,41,25,8,7,8,20,25,19,23,26,37,30,31,19,8,8,22,42,24,15,37,16,7,6,7,19,30,21,19,24,45,31,34,22,7,7,31,29,22,22,43,30,7,6,6,22,35,26,22,24,35,38,57,26,8
"P","2017000428466","9","01","11613","4","53","1011189",67,23,1,,"1","2","1","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,10,1,"01","2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"00",0,"1",,"20",0,"1",0,0,55000,60,"1","1","1",,"2","051","195",,"1","1",,"1",,,"1","01","7380","069","028",,,,"6","5415    ","1",,"0","5000",,55000,55000,"006",432,"11600","053","1","2","4","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"431011",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",88,21,67,70,112,100,20,20,102,60,22,114,111,71,71,20,77,66,67,72,58,98,61,61,17,18,109,104,23,66,116,21,25,72,61,118,64,66,75,76,84,98,70,70,19,19,118,115,20,68,95,22,22,63,66,111,62,60,83,73,66,19,58,58,99,111,22,23,119,59,21,124,105,72,53,21,74,59,79,66
"P","2017000428466","9","05","11613","4","53","1011189",72,23,1,,"1","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,15,2,"01","2","1","2","2","1","2",2013,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"12",0,"1",,"16",0,"1",0,0,20000,30,"1","1","1",,"1","195","999",,"2","2",,"1",,,"1","01","8680","085","043",,,,"2","722Z    ","1",,"0","4110",,20000,20000,"006",157,"11600","053","1","2","3","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"353031",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",91,25,70,78,116,116,23,22,114,65,24,117,113,79,74,22,78,70,72,77,64,103,66,69,19,18,115,119,23,69,118,22,26,76,69,122,74,73,79,81,91,110,75,77,18,19,126,127,23,73,104,24,23,71,69,122,70,64,90,78,74,20,66,66,102,119,25,25,123,67,24,118,123,76,56,22,72,68,86,69
"P","2017000428991","9","01","11604","4","53","1011189",49,23,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"2","2","2","1","2","2","2",0,30,1,"01","2","5",,,,,,"3","4",,,,,,,,,,"3","5","3","3","3",0,0,"00",0,"1",,"16",0,"2",0,0,20000,40,"1","1","1",,"1","226","999",,"2","1",,"1",,,"1","11","4970","082","037",,"11200","053","6","4451    ","1",,"0","7800","4",20000,20000,"006",158,"11500","053","2","1","4","6","57","009","0","1","0","0","1","0","0","0","0",,,,,"513011",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",67,67,41,57,12,54,16,50,12,22,15,18,47,39,14,17,54,15,14,75,107,79,95,72,26,99,49,78,108,49,39,53,83,78,57,29,76,45,57,41,51,37,60,69,108,44,74,56,73,94,81,66,47,48,53,53,54,77,81,17,22,20,14,12,51,19,33,13,33,48,50,45,22,13,62,63,21,60,54,40
